num;id;box;genus;Subgenus;sp;ssp;loc;sex;Hauteur_platine;form;Note
608;EL75712;EL-B4715;Papilio;Pterourus;neyi;-;Equateur;M;60;;ant.gauche+post.droite
609;EL75713;EL-B4716;Papilio;Pterourus;zagreus;zagreus;Pérou;M;60;;
610;EL75714;EL-B4716;Papilio;Pterourus;zagreus;zagreus;Equateur;M;60;;
611;EL75715;EL-B4717;Papilio;Chilasa;clytia;clytia;Taiwan;M;60;;
612;EL75716;EL-B4718;Papilio;Chilasa;clytia;clytia;Indonésie (Sumatra);F;60;;
613;EL75717;EL-B4719;Papilio;Chilasa;clytia;clytia;Chine;M;60;;
614;EL75718;EL-B4719;Papilio;Chilasa;clytia;clytia;Chine;F;60;;
615;EL75719;EL-B4720;Papilio;Chilasa;epycides;epycides;Inde;M;60;;
616;EL75720;EL-B4720;Papilio;Chilasa;epycides;epycides;Inde;F;60;;
617;EL75721;EL-B4720;Papilio;Chilasa;epycides;horatius;Thibet;M;60;;
618;EL75722;EL-B4720;Papilio;Chilasa;epycides;horatius;Thibet;F;60;;
619;EL75723;EL-B4721;Papilio;Chilasa;agestor;agestor;Inde;M;60;;
620;EL75724;EL-B4721;Papilio;Chilasa;agestor;agestor;Laos;M;60;;
621;EL75725;EL-B4721;Papilio;Chilasa;agestor;agestor;Inde;F;60;;
622;EL75726;B0004531;Papilio;Chilasa;laglaizei;-;Nouvelle-Guinée;M;60;;
623;EL75727;B0004531;Papilio;Chilasa;laglaizei;-;Nouvelle-Guinée;F;60;;
624;EL75728;B0004531;Papilio;Chilasa;laglaizei;-;Nouvelle-Guinée;F;60;;
625;EL75729;EL-B4722;Papilio;Chilasa;paradoxa;paradoxa;Indonésie (Java);M;60;;
626;EL75730;EL-B4722;Papilio;Chilasa;paradoxa;paradoxa;Indonésie (Java);F;60;;
627;EL75731;EL-B4722;Papilio;Chilasa;paradoxa;aenigma;Malaisie;M;60;;
628;EL75732;EL-B4722;Papilio;Chilasa;paradoxa;aenigma;Malaisie;F;60;;
629;EL75733;EL-B4723;Papilio;Chilasa;slateri;slateri;Inde;M;60;;
630;EL75734;EL-B4723;Papilio;Chilasa;slateri;slateri;Inde;M;60;;
631;EL75735;EL-B4724;Papilio;Heraclides;cresphontes;-;USA;M;60;;
632;EL75736;EL-B4724;Papilio;Heraclides;cresphontes;-;Mexique;M;60;;
633;EL75737;EL-B4724;Papilio;Heraclides;cresphontes;-;USA;F;60;;
634;EL75738;EL-B4724;Papilio;Heraclides;cresphontes;-;Mexique;F;60;;post.droit
635;EL75739;EL-B4725;Papilio;Heraclides;aristodemus;aristodemus;Haïti;M;60;;
636;EL75740;EL-B4725;Papilio;Heraclides;aristodemus;temenes;Cuba;M;60;;
637;EL75741;EL-B4725;Papilio;Heraclides;aristodemus;temenes;Cuba;F;60;;
638;EL75742;EL-B4725;Papilio;Heraclides;machaonides;-;Haïti;M;60;;
639;EL75743;EL-B4725;Papilio;Heraclides;machaonides;-;Haïti;M;60;;
640;EL75744;EL-B4725;Papilio;Heraclides;astyalus;lycophon;Brésil;M;60;;
641;EL75745;EL-B4726;Papilio;Heraclides;astyalus;lycophon;Argentine;M;60;;
642;EL75746;EL-B4727;Papilio;Heraclides;astyalus;lycophon;Brésil;F;60;;
643;EL75747;EL-B4727;Papilio;Heraclides;astyalus;lycophon;Brésil;F;60;;
644;EL75748;EL-B4728;Papilio;Heraclides;anchisiades;anchisiades;Colombie;M;60;;
645;EL75749;EL-B4728;Papilio;Heraclides;anchisiades;anchisiades;Equateur;M;60;;
646;EL43104;EL-B4729;Papilio;Heraclides;anchisiades;anchisiades;Brésil;F;60;;
647;EL43105;EL-B4729;Papilio;Heraclides;anchisiades;anchisiades;Guyane;F;60;;
648;EL43106;EL-B4730;Papilio;Heraclides;erostratus;-;Îles Vierges;M;60;;
649;EL43107;EL-B4730;Papilio;Heraclides;erostratus;-;Guatemala;M;60;;
650;EL43108;EL-B4730;Papilio;Heraclides;erostratus;-;Guatemala;F;60;;
651;EL43109;EL-B4730;Papilio;Heraclides;erostratus;-;Guatemala;F;60;;
652;EL43110;EL-B4731;Papilio;Heraclides;hectorides;-;Brésil;M;60;;
653;EL43111;EL-B4731;Papilio;Heraclides;hectorides;-;Brésil;M;60;;
654;EL43112;EL-B4732;Papilio;Heraclides;hectorides;-;Brésil;F;60;;
655;EL43113;EL-B4732;Papilio;Heraclides;hectorides;-;Brésil;F;60;;
656;EL43114;EL-B4731;Papilio;Heraclides;himeros;himeros;Brésil;M;60;;
657;EL43115;EL-B4731;Papilio;Heraclides;himeros;baia;NA;M;60;;
658;EL43116;EL-B4731;Papilio;Heraclides;himeros;baia;Brésil;F;60;;
659;EL43117;EL-B4731;Papilio;Heraclides;himeros;baia;Brésil;F;60;;
660;EL43118;EL-B4733;Papilio;Heraclides;torquatus;torquatus;Pérou;M;60;;
661;EL43119;EL-B4733;Papilio;Heraclides;torquatus;torquatus;Pérou;M;60;;
662;EL43120;EL-B4733;Papilio;Heraclides;torquatus;torquatus;Guyane;F;60;theras;
663;EL43121;EL-B4733;Papilio;Heraclides;torquatus;torquatus;Guyane;F;60;theras;
664;EL43122;EL-B4734;Papilio;Heraclides;andraemon;andraemon;Cuba;F;60;;
665;EL43123;EL-B4734;Papilio;Heraclides;andraemon;andraemon;Cuba;F;60;;
666;EL43124;EL-B4735;Papilio;Heraclides;andraemon;andraemon;Cuba;M;60;;
667;EL43125;EL-B4735;Papilio;Heraclides;andraemon;andraemon;Cuba;M;60;;
668;EL43126;EL-B4735;Papilio;Heraclides;caiguanabus;-;Cuba;F;60;;
669;EL43127;EL-B4735;Papilio;Heraclides;caiguanabus;-;Cuba;M;60;;
670;EL43128;EL-B4735;Papilio;Heraclides;caiguanabus;-;Cuba;M;60;;
671;EL43129;EL-B4736;Papilio;Heraclides;androgeus;androgeus;Venezuela;M;60;;
672;EL43130;EL-B4736;Papilio;Heraclides;androgeus;androgeus;Equateur;M;60;;
673;EL43131;EL-B4737;Papilio;Heraclides;androgeus;androgeus;Pérou;F;60;;
674;EL43132;EL-B4737;Papilio;Heraclides;androgeus;androgeus;Guyane;F;60;piranthus;
675;EL43133;EL-B4738;Papilio;Heraclides;chiansiades;-;Equateur/Pérou;M;60;;
676;EL43134;EL-B4738;Papilio;Heraclides;chiansiades;-;NA;M;60;;
677;EL43135;EL-B4738;Papilio;Heraclides;epenetus;-;Equateur;F;60;;
678;EL43136;EL-B4738;Papilio;Heraclides;epenetus;-;Equateur;F;60;;
679;EL43137;EL-B4738;Papilio;Heraclides;epenetus;-;Equateur;M;60;;
680;EL43138;EL-B4738;Papilio;Heraclides;oxynius;-;Cuba;F;60;;
681;EL43139;EL-B4738;Papilio;Heraclides;oxynius;-;Cuba;M;60;;
682;EL43140;EL-B4738;Papilio;Heraclides;oxynius;-;Cuba;M;60;;
683;EL43141;EL-B4739;Papilio;Heraclides;garleppi;interruptus;Equateur;M;60;;
684;EL43142;EL-B4739;Papilio;Heraclides;garleppi;interruptus;NA;M;60;;
685;EL43143;EL-B4740;Papilio;Heraclides;homothoas;-;Brésil;F;60;;
686;EL43144;EL-B4740;Papilio;Heraclides;homothoas;-;Venezuela;M;60;;
687;EL43145;EL-B4740;Papilio;Heraclides;homothoas;-;Venezuela;M;60;;
688;EL43146;EL-B4741;Papilio;Heraclides;hyppason;-;Bolivie;M;60;;
689;EL43147;EL-B4741;Papilio;Heraclides;hyppason;-;Bolivie;M;60;;
690;EL43148;EL-B4741;Papilio;Heraclides;hyppason;-;Guyane;F;60;paraensis;
691;EL43149;EL-B4741;Papilio;Heraclides;hyppason;-;Guyane;F;60;paraensis;
692;EL43154;EL-B4741;Papilio;Heraclides;pelaus;pelaus;Jamaïque;F;60;;
693;EL43155;EL-B4741;Papilio;Heraclides;pelaus;pelaus;Jamaïque;F;60;;
694;EL43156;EL-B4741;Papilio;Heraclides;pelaus;pelaus;Jamaïque;M;60;;
695;EL43157;EL-B4741;Papilio;Heraclides;pelaus;pelaus;NA;M;60;;
696;EL43158;EL-B4742;Papilio;Heraclides;isidorus;flavens;Equateur;M;60;;
697;EL43159;EL-B4742;Papilio;Heraclides;isidorus;flavens;Equateur;M;60;;
698;EL43160;EL-B4742;Papilio;Heraclides;isidorus;flavens;Equateur;F;60;;
699;EL43161;EL-B4742;Papilio;Heraclides;isidorus;flavens;Equateur;F;60;;
700;EL43162;EL-B4733;Papilio;Heraclides;lamarchei;-;Bolivie;M;60;;
701;EL43163;EL-B4733;Papilio;Heraclides;lamarchei;-;Bolivie;M;60;;
702;EL43164;EL-B4743;Papilio;Heraclides;paeon;-;Pérou;M;60;;
703;EL43165;EL-B4743;Papilio;Heraclides;paeon;-;Pérou;M;60;;
704;EL43166;EL-B4743;Papilio;Heraclides;paeon;-;NA;F;60;;
705;EL43167;EL-B4743;Papilio;Heraclides;paeon;-;Panama;F;60;;
706;EL43168;EL-B4744;Papilio;Heraclides;pharnaces;-;Mexique;M;60;;
707;EL43169;EL-B4744;Papilio;Heraclides;pharnaces;-;Mexique;M;60;;
708;EL43170;EL-B4745;Papilio;Heraclides;pharnaces;-;Mexique;F;60;;
709;EL43171;EL-B4745;Papilio;Heraclides;pharnaces;-;Mexique;F;60;;
710;EL43172;EL-B4746;Papilio;Heraclides;rogeri;-;Mexique;F;60;;
711;EL43173;EL-B4747;Papilio;Heraclides;thersites;-;Jamaïque;M;60;;
712;EL43174;EL-B4747;Papilio;Heraclides;thersites;-;Jamaïque;M;60;;
713;EL43175;EL-B4747;Papilio;Heraclides;thersites;-;Jamaïque;F;60;;
714;EL43176;EL-B4748;Papilio;Druryia;antimachus;-;RCA;M;70;;
715;EL43177;EL-B4748;Papilio;Druryia;antimachus;-;Afrique occientale;M;70;;
716;EL43178;EL-B4749;Papilio;Druryia;nireus;nireus;Sierra-Léone;F;60;;
717;EL43179;EL-B4749;Papilio;Druryia;nireus;nireus;Ouganda;F;60;;
718;EL43180;EL-B4750;Papilio;Druryia;nireus;nireus;Libéria;M;60;;
719;EL43181;EL-B4750;Papilio;Druryia;nireus;nireus;Guinée Equatoriale;M;60;;
720;EL43182;EL-B4752;Papilio;Druryia;zalmoxis;-;Congo;M;70;;
721;EL43183;EL-B4752;Papilio;Druryia;zalmoxis;-;Libéria;M;70;;
722;EL43184;EL-B4751;Teinopalpus;-;imperialis;imperialis;Inde;M;60;;
723;EL43185;EL-B4751;Teinopalpus;-;imperialis;imperialis;Inde;M;60;;
724;EL43186;EL-B4751;Teinopalpus;-;imperialis;imperialis;Inde;F;60;;
725;EL43187;EL-B4751;Teinopalpus;-;imperialis;imperialis;Inde;F;60;;
726;EL43188;EL-B4753;Meandrusa;-;sciron;hercules;Thibet;M;60;;
727;EL43189;EL-B4753;Meandrusa;-;sciron;hercules;Thibet;M;60;;
728;EL43190;EL-B4754;Meandrusa;-;payeni;evan;Inde;M;60;;
729;EL43191;EL-B4754;Meandrusa;-;payeni;evan;Inde;M;60;;
730;EL43192;EL-B4754;Meandrusa;-;payeni;evan;Inde;F;60;;
731;EL43193;EL-B4754;Meandrusa;-;payeni;evan;Inde;F;60;;
732;EL43194;EL-B4755;Atrophaneura;Atrophaneura;dixoni;-;Indonésie (Célèbes);M;60;;
733;EL43195;EL-B4755;Atrophaneura;Atrophaneura;dixoni;-;Indonésie (Célèbes);M;60;;
734;EL43196;EL-B4755;Atrophaneura;Atrophaneura;priapus;dilutus;Taiwan;M;60;;
735;EL43197;EL-B4755;Atrophaneura;Atrophaneura;priapus;dilutus;Taiwan;M;60;;
736;EL43198;EL-B4755;Atrophaneura;Atrophaneura;priapus;dilutus;Taiwan;F;60;;
737;EL43199;EL-B4755;Atrophaneura;Atrophaneura;priapus;dilutus;Taiwan;F;60;;
738;EL43204;EL-B4756;Atrophaneura;Atrophaneura;nox;nox;Indonésie (Java);M;60;;
739;EL43205;EL-B4756;Atrophaneura;Atrophaneura;nox;nox;Indonésie (Java);M;60;;
740;EL43206;EL-B4756;Atrophaneura;Atrophaneura;nox;nox;Indonésie (Java);F;60;;
741;EL43207;EL-B4756;Atrophaneura;Atrophaneura;nox;nox;Indonésie (Java);F;60;;
742;EL43208;EL-B4757;Atrophaneura;Atrophaneura;varuna;astorion;Inde;M;60;;
743;EL43209;EL-B4757;Atrophaneura;Atrophaneura;varuna;astorion;Inde;M;60;;
744;EL43210;EL-B4756;Atrophaneura;Atrophaneura;varuna;astorion;Inde;F;60;;
745;EL43211;EL-B4756;Atrophaneura;Atrophaneura;varuna;astorion;Inde;F;60;;
746;EL43212;EL-B4758;Byasa;-;alcinous;alcinous;Japon;M;60;;
747;EL43213;EL-B4758;Byasa;-;alcinous;alcinous;Japon;M;60;;
748;EL43214;EL-B4759;Byasa;-;alcinous;alcinous;Japon;F;60;;ant.droite+post.gauche
749;EL43215;EL-B4759;Byasa;-;alcinous;alcinous;Japon;F;60;;
750;EL43216;EL-B4760;Byasa;-;dasarada;dasarada;Inde;M;60;;
751;EL43217;EL-B4760;Byasa;-;dasarada;dasarada;Inde;M;60;;
752;EL43218;EL-B4760;Byasa;-;dasarada;dasarada;Inde;F;60;;
753;EL43219;EL-B4760;Byasa;--;dasarada;dasarada;Inde;F;60;;
754;EL43220;EL-B4758;Byasa;-;impediens;-;Chine;M;60;;
755;EL43221;EL-B4758;Byasa;-;impediens;-;Chine;M;60;;
756;EL43222;EL-B4758;Byasa;-;impediens;-;Chine;F;60;;post.droite
757;EL43223;EL-B4758;Byasa;-;impediens;-;Chine;F;60;;
758;EL43224;EL-B4761;Byasa;-;mencius;-;Chine;M;60;;
759;EL43225;EL-B4761;Byasa;-;mencius;-;Chine;M;60;;
760;EL43226;EL-B4761;Byasa;-;mencius;-;Chine;F;60;;
761;EL43227;EL-B4761;Byasa;-;mencius;-;Chine;F;60;;
762;EL43228;EL-B4762;Byasa;-;plutonius;plutonius;Indonésie (Bali);M;60;;
763;EL43229;EL-B4762;Byasa;-;plutonius;plutonius;Indonésie (Bali);M;60;;
764;EL43230;EL-B4762;Byasa;-;plutonius;plutonius;Thibet;F;60;;
765;EL43231;EL-B4762;Byasa;-;plutonius;pembertoni;Thibet;F;60;;
766;EL43232;EL-B4763;Byasa;-;polyeuctes;polyeuctes;Indonésie (Sumatra);M;60;;
767;EL43233;EL-B4763;Byasa;-;polyeuctes;polyeuctes;Inde;M;60;;
768;EL43234;EL-B4764;Losaria;-;neptunus;doris;Indonésie (Bornéo);M;60;;
769;EL43235;EL-B4764;Losaria;-;neptunus;sumatrana;Indonésie (Sumatra);F;60;;
770;EL43236;EL-B4764;Losaria;-;neptunus;fehri;NA;M;60;;
771;EL43237;EL-B4764;Losaria;-;coon;coon;Indonésie (Java);M;60;;
772;EL43238;EL-B4764;Losaria;-;coon;coon;Indonésie (Java);M;60;;
773;EL43239;EL-B4765;Losaria;-;coon;coon;Indonésie (Java);F;60;;
774;EL43240;EL-B4765;Losaria;-;coon;coon;Indonésie (Java);F;60;;
775;EL43241;EL-B4766;Pachliopta;-;aristolochiae;goniopeltis;Vietnam;M;60;;
776;EL43242;EL-B4766;Pachliopta;-;aristolochiae;goniopeltis;Vietnam;M;60;;
777;EL43243;EL-B4766;Pachliopta;-;aristolochiae;goniopeltis;Vietnam;F;60;;
778;EL43244;EL-B4766;Pachliopta;-;aristolochiae;goniopeltis;Vietnam;F;60;;
779;EL43245;EL-B4767;Pachliopta;-;hector ;-;Inde;M;60;;
780;EL43246;EL-B4767;Pachliopta;-;hector ;-;Inde;M;60;;
781;EL43247;EL-B4767;Pachliopta;-;hector ;-;Inde;F;60;;
782;EL43248;EL-B4767;Pachliopta;-;hector ;-;Inde;F;60;;
783;EL43249;EL-B4768;Pachliopta;-;liris;aberrans;Indonésie (Tanimbar);M;60;;
784;ACC0001;EL-B4768;Pachliopta;-;liris;aberrans;Indonésie (Leti);M;60;;
785;ACC0002;EL-B4768;Pachliopta;-;liris;aberrans;Indonésie (Tanimbar);F;60;;
786;ACC0003;EL-B4768;Pachliopta;-;liris;aberrans;Indonésie (Tanimbar);F;60;;
787;ACC0004;EL-B4769;Pachliopta;-;polydorus;polydorus;Indonésie (Amboine);M;60;;
788;ACC0005;EL-B4769;Pachliopta;-;polydorus;polydorus;Indonésie (Amboine);M;60;;
789;ACC0006;EL-B4769;Pachliopta;-;polydorus;septentrionalis;Indonésie (Moluques);F;60;;
790;ACC0007;EL-B4769;Pachliopta;-;polydorus;septentrionalis;Indonésie (Bacan);F;60;;
791;ACC0008;EL-B4770;Cressida;-;cressida;-;Tasmanie;M;60;;
792;ACC0009;EL-B4770;Cressida;-;cressida;-;Australie;M;60;;
793;ACC0010;EL-B4770;Cressida;-;cressida;-;Indonésie (Moluques);F;60;;
794;ACC0011;EL-B4770;Cressida;-;cressida;-;Australie;F;60;;
795;ACC0012;EL-B4771;Pharmacophagus;-;antenor;-;Madagascar;M;60;;
796;ACC0013;EL-B4771;Pharmacophagus;-;antenor;-;Madagascar;M;60;;
797;ACC0014;EL-B4771;Pharmacophagus;-;antenor;-;Madagascar;F;65;;ant.droite+post.gauche
798;ACC0015;EL-B4771;Pharmacophagus;-;antenor;-;Madagascar;F;60;;
799;ACC0016;EL-B4772;Troides;-;aeacus;aeacus;Thaïlande;M;60;;
800;ACC0017;EL-B4772;Troides;-;aeacus;aeacus;Chine;M;60;;
801;ACC0018;EL-B4772;Troides;-;aeacus;aeacus;Chine;F;60;;
802;ACC0019;EL-B4772;Troides;-;aeacus;aeacus;Vietnam;F;60;;
803;ACC0020;EL-B4773;Troides;-;helena;helena;Indonésie (Java);M;60;;
804;ACC0021;EL-B4773;Troides;-;helena;helena;Indonésie (Java);M;60;;
805;ACC0022;EL-B4774;Troides;-;helena;helena;Indonésie (Java);F;60;pompeus;
806;ACC0023;EL-B4774;Troides;-;helena;helena;Indonésie (Java);F;60;pompeus;
807;ACC0024;EL-B4775;Troides;-;prattorum;-;Indonésie (Moluques);M;70;;
808;ACC0025;EL-B4775;Troides;-;prattorum;-;Indonésie (Moluques);M;70;;
809;ACC0026;EL-B4775;Troides;-;prattorum;-;Indonésie (Moluques);F;70;;
810;ACC0027;EL-B4775;Troides;-;prattorum;-;Indonésie (Moluques);F;70;;
811;ACC0028;EL-B4776;Troides;-;haliphron;haliphron;Indonésie (Célèbes);M;60;;
812;ACC0029;EL-B4776;Troides;-;haliphron;haliphron;Indonésie (Célèbes);M;60;;
813;ACC0030;EL-B4777;Troides;-;haliphron;haliphron;Indonésie (Célèbes);F;60;;ant.droite+post.droite
814;ACC0031;EL-B4777;Troides;-;haliphron;haliphron;Indonésie (Célèbes);F;60;;
815;ACC0032;EL-B4778;Troides;-;staudingeri;iris;Indonésie (Leti);M;60;;ant.gauche+post.droite
816;ACC0033;EL-B4778;Troides;-;staudingeri;iris;Indonésie (Leti);F;60;;
817;ACC0034;EL-B4778;Troides;-;staudingeri;staudingeri;NA;M;60;;
818;ACC0035;EL-B4779;Troides;-;amphrysus;amphrysus;Indonésie (Java);M;60;;
819;ACC0036;EL-B4779;Troides;-;amphrysus;amphrysus;Indonésie (Java);M;60;;
820;ACC0037;EL-B4779;Troides;-;amphrysus;amphrysus;Indonésie (Java);F;60;;
821;ACC0038;EL-B4779;Troides;-;amphrysus;amphrysus;Indonésie (Java);F;60;;
822;ACC0039;EL-B4780;Troides;-;hypolitus;hypolitus;Indonésie (Amboine);M;60;;
823;ACC0040;EL-B4780;Troides;-;hypolitus;hypolitus;Indonésie (Amboine);M;60;;
824;ACC0041;EL-B4781;Troides;-;hypolitus;hypolitus;Indonésie (Amboine);F;60;;
825;ACC0042;EL-B4781;Troides;-;hypolitus;hypolitus;Indonésie (Amboine);F;60;;
826;ACC0043;EL-B4782;Troides;-;andromache;andromache;Indonésie (Bornéo);M;60;;
827;ACC0044;EL-B4782;Troides;-;andromache;andromache;Indonésie (Bornéo);M;60;;
828;ACC0045;EL-B4782;Troides;-;andromache;andromache;Indonésie (Bornéo);F;60;;
829;ACC0046;EL-B4782;Troides;-;andromache;andromache;Indonésie (Bornéo);F;60;;
830;ACC0047;EL-B4783;Troides;-;criton;criton;Indonésie (Bacan);M;60;;
831;ACC0048;EL-B4783;Troides;-;criton;criton;Indonésie (Bacan);M;60;;
832;ACC0049;EL-B4784;Troides;-;criton;criton;Indonésie (Bacan);F;60;androgyna;
833;ACC0050;EL-B4784;Troides;-;criton;criton;Indonésie (Bacan);F;60;androgyna;
834;ACC0051;EL-B4785;Troides;-;cuneifera;cuneifera;Indonésie (Java);M;60;;
835;ACC0052;EL-B4785;Troides;-;cuneifera;cuneifera;Indonésie (Java);M;60;;
836;ACC0053;EL-B4785;Troides;-;cuneifera;cuneifera;Indonésie (Java);F;60;;
837;ACC0054;EL-B4785;Troides;-;cuneifera;cuneifera;Indonésie (Java);F;60;;
838;ACC0055;EL-B4786;Troides;-;magellanus;sonani;Taiwan;M;60;;
839;ACC0056;EL-B4786;Troides;-;magellanus;sonani;Taiwan;M;60;;
840;ACC0057;EL-B4786;Troides;-;magellanus;sonani;Taiwan;F;60;;
841;ACC0058;EL-B4786;Troides;-;magellanus;sonani;Taiwan;F;60;;
842;ACC0059;EL-B4787;Troides;-;minos;minos;Inde;M;60;;
843;ACC0060;EL-B4787;Troides;-;minos;minos;Inde;M;60;;
844;ACC0061;EL-B4788;Troides;-;minos;minos;Inde;F;60;;
845;ACC0062;EL-B4788;Troides;-;minos;minos;Inde;F;60;;post.droite
846;ACC0063;EL-B4789;Troides;-;miranda;miranda;Indonésie (Bornéo);M;60;;
847;ACC0064;EL-B4789;Troides;-;miranda;miranda;Indonésie (Bornéo);M;60;;
848;ACC0065;EL-B4789;Troides;-;miranda;miranda;Indonésie (Bornéo);F;60;;ant.droite+post.droite
849;ACC0066;EL-B4789;Troides;-;miranda;miranda;Indonésie (Bornéo);F;60;;
850;ACC0067;EL-B4790;Troides;-;oblongomaculatus;oblongomaculatus;Indonésie (Ceram);M;60;;
851;ACC0068;EL-B4790;Troides;-;oblongomaculatus;oblongomaculatus;Indonésie (Ceram);M;60;;
852;ACC0069;EL-B4791;Troides;-;oblongomaculatus;oblongomaculatus;Indonésie (Ceram);F;60;;
853;ACC0070;EL-B4791;Troides;-;oblongomaculatus;oblongomaculatus;Indonésie (Amboine);F;60;;
854;ACC0071;EL-B4792;Troides;-;rhadamantus;rhadamantus;Philippines (Mindanao);M;60;;
855;ACC0072;EL-B4792;Troides;-;rhadamantus;rhadamantus;Philippines (Mindanao);M;60;;
856;ACC0073;EL-B4792;Troides;-;rhadamantus;rhadamantus;Philippines (Mindanao);F;60;;
857;ACC0074;EL-B4792;Troides;-;rhadamantus;rhadamantus;Philippines (Mindanao);F;60;;
858;ACC0075;EL-B4783;Troides;-;riedeli;-;Indonésie (Timor);M;60;;
859;ACC0076;EL-B4783;Troides;-;riedeli;-;Indonésie (Timor);F;60;;
860;ACC0077;EL-B4793;Troides;-;vandepolli;vandepolli;NA;M;60;;
861;ACC0078;EL-B4793;Troides;-;vandepolli;vandepolli;Indonésie (Java);F;60;;
862;ACC0079;EL-B4793;Troides;-;vandepolli;vandepolli;NA;F;60;;
863;ACC0080;EL-B4050;Trogonoptera;-;brookiana;brookiana;Malaisie;M;60;;
864;ACC0081;EL-B4050;Trogonoptera;-;brookiana;brookiana;Indonésie (Bornéo);M;60;;
865;ACC0082;EL-B4050;Trogonoptera;-;brookiana;brookiana;Indonésie (Bornéo);F;60;;
866;ACC0083;EL-B4050;Trogonoptera;-;brookiana;brookiana;Indonésie (Bornéo);F;60;;
867;ACC0084;EL-B4059;Trogonoptera;-;trojana;trojana;Philippines (Palawan);M;65;;
868;ACC0085;EL-B4059;Trogonoptera;-;trojana;trojana;Philippines (Palawan);M;65;;
869;ACC0086;EL-B4059;Trogonoptera;-;trojana;trojana;Philippines (Palawan);F;65;;
870;ACC0087;EL-B4059;Trogonoptera;-;trojana;trojana;Philippines;F;65;;
871;ACC0088;EL-B4794;Euryades;-;corethrus;-;Brésil;M;60;;
872;ACC0089;EL-B4794;Euryades;-;corethrus;-;NA;M;60;;
873;ACC0090;EL-B4794;Euryades;-;corethrus;-;Brésil;F;60;;
874;ACC0091;EL-B4794;Euryades;-;corethrus;-;Brésil;F;60;;
875;ACC0092;EL-B4794;Euryades;-;duponchelii;-;Paraguay;M;60;;
876;ACC0093;EL-B4794;Euryades;-;duponchelii;-;Argentine;M;60;;
877;ACC0094;EL-B4794;Euryades;-;duponchelii;-;Brésil;F;60;;
878;ACC0095;EL-B4794;Euryades;-;duponchelii;-;Argentine;F;60;;
879;ACC0096;EL-B4795;Parides;-;aeneas;aeneas;Suriname;M;60;;
880;ACC0097;EL-B4795;Parides;-;aeneas;aeneas;Suriname;M;60;;
881;ACC0098;EL-B4795;Parides;-;aeneas;aeneas;Guyane;F;60;;
882;ACC0099;EL-B4795;Parides;-;aeneas;aeneas;Suriname;F;60;specularis;
883;ACC0100;EL-B4796;Parides;-;tros;-;Brésil;M;60;;
884;ACC0101;EL-B4796;Parides;-;tros;-;Brésil;M;60;;
885;ACC0102;EL-B4796;Parides;-;tros;-;Brésil;F;60;;
886;ACC0103;EL-B4796;Parides;-;tros;-;Brésil;F;60;;
887;ACC0104;EL-B4797;Parides;-;panthonus;panthonus;Guyane;M;60;;
888;ACC0105;EL-B4797;Parides;-;panthonus;panthonus;Guyane;M;60;;
889;ACC0106;EL-B4797;Parides;-;panthonus;panthonus;Guyane;F;60;;
890;ACC0107;EL-B4797;Parides;-;panthonus;panthonus;Guyane;F;60;;
891;ACC0108;BAC-0001;Parides;-;lysander;lysander;Guyane;M;60;;
892;ACC0109;BAC-0001;Parides;-;lysander;lysander;Guyane;M;60;;
893;ACC0110;BAC-0001;Parides;-;lysander;lysander;Guyane;F;60;arbates;
894;ACC0111;BAC-0001;Parides;-;lysander;lysander;Guyane;F;60;parsodes;
895;ACC0112;BAC-0002;Parides;-;eurimedes;eurimedes;Venezuela;M;60;;
896;ACC0113;BAC-0002;Parides;-;eurimedes;eurimedes;Venezuela;M;60;;
897;ACC0114;BAC-0002;Parides;-;eurimedes;eurimedes;Venezuela;F;60;;
898;ACC0115;BAC-0002;Parides;-;eurimedes;eurimedes;Guyane;F;60;;
899;ACC0116;BAC-0002;Parides;-;zacynthus;zacynthus;Brésil;F;60;;
900;ACC0117;BAC-0002;Parides;-;zacynthus;zacynthus;Brésil;F;60;;
901;ACC0118;BAC-0003;Parides;-;zacynthus;zacynthus;Brésil;M;60;;
902;ACC0119;BAC-0003;Parides;-;zacynthus;zacynthus;Brésil;M;60;;
903;ACC0120;BAC-0004;Parides;-;neophilus;neophilus;Guyane;M;60;;
904;ACC0121;BAC-0004;Parides;-;neophilus;neophilus;Guyane;M;60;;
905;ACC0122;BAC-0004;Parides;-;neophilus;neophilus;Guyane;F;60;;
906;ACC0123;BAC-0004;Parides;-;neophilus;neophilus;Guyane;F;60;;
907;ACC0124;BAC-0005;Parides;-;anchises;anchises;Guyane;M;60;;
908;ACC0125;BAC-0005;Parides;-;anchises;anchises;Guyane;M;60;;
909;ACC0126;BAC-0005;Parides;-;anchises;anchises;Guyane;F;60;;
910;ACC0127;BAC-0005;Parides;-;anchises;anchises;Guyane;F;60;;
911;ACC0128;BAC-0006;Parides;-;vertumnus;vertumnus;Guyane;M;60;;
912;ACC0129;BAC-0006;Parides;-;vertumnus;vertumnus;Guyane;M;60;;
913;ACC0130;BAC-0006;Parides;-;vertumnus;vertumnus;Guyane;F;60;;
914;ACC0131;BAC-0006;Parides;-;vertumnus;vertumnus;Guyane;F;60;;
915;ACC0132;BAC-0007;Parides;-;sesostris;sesostris;Guyane;M;60;;
916;ACC0133;BAC-0007;Parides;-;sesostris;sesostris;Colombie;M;60;;
917;ACC0134;BAC-0007;Parides;-;sesostris;sesostris;NA;F;60;;
